"date","npp","photo","ar","lai","f5","evapm","cleaf","cwood","croot","csap","cheart","csto","ctotal","wue","ls","frequency","sim_year"
1992,1.63171871445261,2.44479634787243,0.873168363008667,7.44838379449507,0.822946386084079,1.70195056064372,0.255790250049989,37.6379509380444,0.338981293418963,3.98649987292764,33.6514510651167,21.0000673000952,59.2327897816085,0.00676324094597066,58,"6y",13
1993,1.70213971134424,2.50353299514226,0.859762717369222,7.41402900092111,0.842312715396638,1.66271807646716,0.256348136192237,37.6059206269786,0.339444131824125,3.94764009792696,33.6582805290517,22.5944792477352,60.7961921427302,0.00765828999754997,58,"6y",14
1994,1.72577205439877,2.52140279105457,0.850785330728359,7.3202043186088,0.849587543658812,1.67268724190332,0.255570410284852,37.051070428349,0.338114506485069,3.88708349468496,33.1639869336641,22.7598868986144,60.4046422437333,0.00846052925139877,58,"6y",15
1995,1.70621646984912,2.53190956993405,0.884359763192022,7.47751923062752,0.844414365264934,1.71366062283745,0.260325970235269,37.6381512154164,0.344711297986486,4.00326289482066,33.6348883205958,22.169560826971,60.4127493106092,0.0074978727514179,58,"6y",16
1996,1.80922437806129,2.62183871411513,0.87041961798179,7.47408951107361,0.875534483410397,1.67873617725155,0.261864314718935,34.4628097010921,0.34668742042835,3.93715186159403,30.5256578394981,24.4083170868351,59.4796785230745,0.00846634761770162,58,"6y",17
1997,1.66298394188051,2.5102048327615,0.909549127672076,7.67837004214955,0.830373393529539,1.66456254507148,0.262731411558761,37.3943525036375,0.348336350921047,4.12111469512547,33.273237808512,21.4495197573866,59.4549400235039,0.00764697380091206,58,"6y",18
1998,1.50314356224509,2.32271087155141,0.87948169486457,7.36736252784963,0.758631080080646,1.623468738889,0.252875050158772,42.7358795936519,0.335163815381075,4.08671961098262,38.6491599826692,18.9339046353108,62.2578230945025,0.00786860007392184,58,"6y",19
1999,1.63994474082961,2.42373909858252,0.837180619990136,7.28809571990815,0.796823406836743,1.57647683970298,0.252975660396162,40.2443177021991,0.334456105400588,3.9176021837122,36.3267155184868,21.1286864625923,61.9604359305881,0.00950308929618422,58,"6y",20
2000,1.71162912615338,2.51502322225493,0.859425929026235,7.3576977898092,0.826277098332981,1.62110920002074,0.256505430126399,39.0197961952562,0.339407727247409,3.97811635989916,35.0416798353571,22.4698405173102,62.0855498699402,0.00866151493320404,58,"6y",21
2001,1.49174174048943,2.321446460817,0.890556517602365,7.41138040216505,0.757019781552945,1.60446549155899,0.254667188495939,42.1893278885061,0.337546003787246,4.14230054479821,38.0470273437079,18.7313991990701,61.5129402798594,0.0078288586061398,58,"6y",22
2002,1.35514331109007,2.15823686274728,0.856140363611812,7.08603654059241,0.700392439638576,1.58009665569537,0.244024465055261,44.8639957673307,0.322712459746978,3.99970992877759,40.8642858385531,16.4925276999506,61.9232603920835,0.00757723483809176,58,"6y",23
2003,1.24541202458932,2.04939142603675,0.855186903969207,7.10191708916825,0.664055539697532,1.53804517926703,0.241139173701649,48.1814458908816,0.31867432293134,4.03479712741499,44.1466487634667,14.7136672082447,63.4549265957594,0.00797533943284617,58,"6y",24
2004,0.912108583594567,1.64954194998345,0.766396957663729,6.40079796132643,0.530615312294506,1.42485567952081,0.21742457689669,47.3776318771312,0.285214094180581,3.66619704540309,43.7114348317281,9.64213072671145,57.5224012749199,0.00733718723275122,58,"6y",25
2005,0.898560718499854,1.61951632464429,0.74750876992166,6.23184457806603,0.523907628812435,1.42901029233212,0.214973179859309,42.5262258517079,0.281724370909778,3.49970961089445,39.0265162408135,9.30608127825232,52.3290046807293,0.00730198896944005,58,"6y",26
2006,0.937668431985347,1.67967906526475,0.773934281957497,6.47734406964622,0.538255950863358,1.41386930559721,0.222335205793101,44.5174551057809,0.291945332939229,3.66555494153386,40.851900164247,9.79605187089634,54.8277875154095,0.00690021980569726,58,"6y",27
2007,1.04332537893717,1.81085992856836,0.809547472685928,6.71074788434002,0.577938937197444,1.44322088735934,0.230367010571903,47.1493794756367,0.303424365360264,3.85787325167319,43.2915062239635,11.3488165859279,59.0319874374968,0.00681823508561869,56.6712328767123,"6y",28
2008,1.25342976090597,2.04252978676165,0.838274459946002,7.00926800755939,0.658305515678778,1.5050263462232,0.242911578732464,45.9161286852306,0.32076782013881,3.96687987543671,41.9492488097938,14.5869373660612,61.066745450163,0.0069633570273365,56,"6y",29
2009,0.961008932090224,1.71210808655453,0.791234261456476,6.45906139228732,0.552191967120496,1.42919944374904,0.223630159611641,48.7802223573359,0.294587292172999,3.73123187210764,45.0489904852283,10.4885836631051,59.7870234722257,0.00598674693609825,55.1123287671233,"6y",30
2010,0.807566650546858,1.51584794035014,0.727327320177754,6.1506272535377,0.482720094891829,1.3303027895846,0.213923011365647,41.5943428080509,0.2793373474661,3.32766266363606,38.2666801444148,8.0408266332196,50.1284298001022,0.00651633609095151,49,"6y",31
2011,0.884536716235844,1.62593919258986,0.768649231062781,6.4637371453454,0.513603663133392,1.3407827386456,0.225396890796548,40.7255593423338,0.295406257582838,3.50761658461507,37.2179427577187,9.16816861017469,50.4145311008879,0.00659922343958734,49,"6y",32
2012,0.648790262254327,1.33049373860609,0.694393443286519,5.90217646946916,0.418119874863595,1.23048905278369,0.206449849892352,37.0810517279634,0.268856753410145,3.16691849630818,33.9141332316552,5.70245666138066,43.2588149926466,0.0066755244579747,49,"6y",33
2013,0.772304603322888,1.47030357947114,0.714824937249469,6.07469059320538,0.468064223938908,1.33248494326731,0.211925438890162,36.0576296120233,0.276529597365634,3.24052092280236,32.817108689221,7.43319710129344,43.9792817495726,0.0104065311535108,49,"6y",34
2014,0.87214698210225,1.61667102466824,0.772129727231826,6.45701199127419,0.512528932697864,1.37244914297305,0.223163376037649,44.6060778547161,0.292376668494756,3.5355920509181,41.070485803798,8.80269828761213,53.9243161868606,0.0104321186284283,49,"6y",35
2015,0.721831060423538,1.43273713909287,0.733195327445735,6.0879675694063,0.452558589281445,1.3044457797145,0.212408241736947,42.1103713502381,0.277850847093326,3.30165726420328,38.8087140860348,6.91655865913177,49.5171890982002,0.00794699530373536,48.0328767123288,"6y",36
2016,0.75138758180967,1.4296452182233,0.692932043818814,5.97075028795687,0.452234967749591,1.25638497006572,0.208727895143188,34.6821490709539,0.27206992933398,3.07133442850779,31.6108146424461,7.18866862285674,42.3516155182878,0.00876464436233725,43,"6y",37
1979,1.72872455798218,2.52286353728405,0.849604976298544,7.41347708533436,0.882151726751225,1.74118769286678,0.255799265124896,33.4429170316872,0.33851458850545,3.86429767278657,29.5786193589006,22.8480883375083,56.8853192228258,0.00666891063451409,58,"8y",0
1980,1.72369355867192,2.52158114084866,0.855460790181625,7.38070541179947,0.878959467423558,1.72671601374787,0.257849685080034,34.8380602818234,0.341399062170433,3.89015962001454,30.9479006618088,22.8541528199436,58.2914618490175,0.00653033095757828,58,"8y",1
1981,1.75027683583561,2.540359778585,0.84534256847729,7.4219229977955,0.881704841020424,1.71635572349146,0.256769821046474,33.9295525631294,0.3397535698282,3.85406523362661,30.0754873295028,23.3753924871645,57.9014684411685,0.00669426630146891,58,"8y",2
1982,1.71506449456865,2.52555299499275,0.86844609636527,7.54225173368284,0.872982743059997,1.70061470841179,0.260909826813783,34.665204758309,0.345493150326897,3.96792625768688,30.6972785006221,22.302309189149,57.5739169245986,0.00697371597355133,58,"8y",3
1983,1.72597369334398,2.51592534866285,0.845553180826592,7.35135293463808,0.873236345759305,1.74334553825362,0.254869694364716,34.4571281978536,0.337312157840317,3.8460579349946,30.611070262859,22.9697381777807,58.0190482278394,0.00636013377850171,58,"8y",4
1984,1.79817963978747,2.59309584904351,0.851025694771747,7.53258551759589,0.892502678365732,1.65352987810753,0.261900317781662,31.774656682613,0.34660251114289,3.86660488896554,27.9080517936474,24.0148506595769,56.3980101711144,0.00784849319281875,58,"8y",5
1985,1.7938287832817,2.58926428704054,0.849585390882359,7.51901910144287,0.890309555903201,1.66598500727582,0.260212161112234,32.9338410717045,0.34415509861309,3.87096491705457,29.0628761546499,23.9119223463527,57.4501306777826,0.00838052012517859,58,"8y",6
1986,1.80398405665768,2.60287986079631,0.853387705812514,7.48709730519474,0.894335797050557,1.65203628736216,0.261511726838349,33.5747270854241,0.345816844267592,3.89594699693078,29.6787800884933,24.1924215450266,58.3744772015566,0.00890444032049304,58,"8y",7
1987,1.73984734493235,2.56454103005227,0.885158977391686,7.48096481188135,0.882262554444521,1.72815484608729,0.261445691932294,35.0395223353854,0.346439783724629,3.96341636485128,31.0761059705341,23.0487631546663,58.6961709657086,0.00815448355113797,58,"8y",8
1988,1.78340648694083,2.59318776941572,0.866673889519526,7.42981075063815,0.882891098503589,1.68857341580289,0.259494088861174,36.4711874871438,0.343334268370264,3.95005930446657,32.5211281826773,23.6778443365787,60.751860180954,0.00832543453963944,58,"8y",9
1989,1.80841832319968,2.61033010711334,0.858321249360733,7.55975191254427,0.888682337225536,1.65286416165417,0.261486195729742,32.9199909187622,0.34596582051813,3.91831118337603,29.0016797353861,24.2590390109581,57.7864819459681,0.00862485634450628,58,"8y",10
1990,1.74895256392742,2.57681847916334,0.887979276887795,7.66045022385435,0.870114890454782,1.69887349368492,0.263119559044475,34.9005401724943,0.348662906867883,4.02684712434935,30.8736930481449,22.983509508096,58.4958321465027,0.00712173056322973,58,"8y",11
1991,1.73638890769973,2.54534299005736,0.867581087198828,7.43822477823889,0.864206542897307,1.7203310677414,0.257409958858365,34.9549298733578,0.341005006427393,3.92674954237057,31.0281803309872,23.1382016881408,58.6915465267843,0.0076505342921139,58,"8y",12
1992,1.73899124791664,2.54510532088723,0.86160856910752,7.36470394390965,0.859500621794322,1.73010499044361,0.257092248803245,36.3485428420791,0.340048176679389,3.89576231671469,32.4527805253644,22.9293256645213,59.875008932083,0.00689236204891908,58,"8y",13
1993,1.77936323016967,2.61493485801212,0.894799454128968,7.68470914088979,0.875292762889051,1.65865121071548,0.265783742519045,39.2087151901009,0.35170247292457,4.15081231725873,35.0579028728421,23.5840578061208,63.4102592116653,0.00764111535344137,58,"8y",14
1994,1.80666923670286,2.62453678156205,0.874964497922134,7.5969305399979,0.878477543992999,1.66340709273465,0.263805065232019,34.7094302427863,0.349097712969379,3.97557420799908,30.7338560347872,23.952896914603,59.2752299355908,0.00873107983849607,58,"8y",15
1995,1.78663599228913,2.60185641853463,0.869854033422015,7.46695289012976,0.870006944953523,1.7333120624891,0.259248839283221,35.4471780289285,0.342787267688123,3.90901704526241,31.5381609836661,23.8829854358296,59.9321995717295,0.00759266317764531,58,"8y",16
1996,1.8041646430503,2.63191145033555,0.88737423391805,7.59601032798016,0.877221527018379,1.6676797265576,0.265819191300391,34.5989517802252,0.352039128412464,4.02550348480519,30.57344829542,24.0986040446301,59.3154141445682,0.00850985881513654,58,"8y",17
1997,1.66299666662914,2.51585990300894,0.918158696334702,7.74040433770223,0.831118612231799,1.66344499900593,0.264694176307717,36.9342752272,0.35119380367472,4.16192200918221,32.7723532180177,21.3857236652358,58.9358868724182,0.00747879823224109,58,"8y",18
1998,1.73791746207494,2.54815862168999,0.866129991497841,7.43197359414469,0.83877282242904,1.67660303519093,0.256439876400182,36.8507207522482,0.339335007673834,3.939019987067,32.9117007651812,22.9326836475927,60.3791792839149,0.00815640950704476,58,"8y",19
1999,1.84852676956821,2.65940046727377,0.867960734581876,7.62113277872602,0.876570244667748,1.58418116908568,0.265242755033608,34.004844111051,0.350962756998676,3.99053130558446,30.0143128054665,24.887706626922,59.5087562500053,0.00976078060128629,58,"8y",20
2000,1.84513363017648,2.67025194523048,0.880487823120259,7.64737589378801,0.876504256906153,1.61849016391904,0.266634736981396,35.3025041988035,0.352535600680989,4.02997209318602,31.2725321056175,24.5360894894776,60.4577640259435,0.00889813757645996,58,"8y",21
2001,1.76491170433445,2.60425641484418,0.900691095365082,7.68875880317132,0.854655531516137,1.66571915780176,0.264054035816369,35.7250140030722,0.350030215795374,4.07406782464114,31.650946178431,23.2639979905214,59.6030962452053,0.0081983075394513,58,"8y",22
2002,1.72309379108938,2.54739222687179,0.882192754688515,7.46185789338523,0.833339726145007,1.67742076793856,0.258139994675375,36.9426380653677,0.341790632185364,4.00641071319304,32.9362273521746,22.7258296810876,60.2683983733161,0.00805102701653495,58,"8y",23
2003,1.76831597866231,2.60506483629334,0.895729302489662,7.53671669635351,0.856815384360455,1.68189346487075,0.263351209961137,38.2646679599967,0.348528166066395,4.04314800159505,34.2215199584016,23.3830224530299,62.259569789054,0.00847946860675147,58,"8y",24
2004,1.65774132840993,2.50712818104363,0.912236603137845,7.63533431552449,0.81035687620305,1.65485495591006,0.26319999563884,39.2031514795655,0.34894703366475,4.16234279378041,35.0408086857851,21.4002994070346,61.2155979159037,0.00766792984292472,58,"8y",25
2005,1.35551793608919,2.17633953834508,0.874744182806657,7.19792241098084,0.698148011323752,1.5818306107614,0.247443086479313,44.5939518671413,0.327280684982234,4.07312410760654,40.5208277595348,16.4092913934822,61.577967032085,0.00722798737695271,58,"8y",26
2006,1.31354415630645,2.11008224317313,0.847356114571283,6.99733216613895,0.677061793011652,1.55947475094007,0.241521377044371,47.7800621938646,0.319058320862574,3.97379866923629,43.8062635246283,15.7110116174998,64.0516535092713,0.00695478460318742,58,"8y",27
2007,1.58270379237968,2.41015957203143,0.888226215462679,7.40222778935775,0.77057481512125,1.61404472551569,0.25766270992221,46.5050052808636,0.34100874523124,4.13249781289977,42.3725074679639,20.0753161291325,67.1789928651496,0.00708364823269003,55.3315068493151,"8y",28
2008,1.78198936533898,2.56732221225315,0.834699059707452,7.38086226014246,0.836555497922501,1.64062568048195,0.253384039554929,37.2244038412315,0.334500059358811,3.79136283502651,33.433041006205,23.9914994499079,61.8037873900532,0.00782256400211801,54,"8y",29
2009,1.56915776513601,2.4353082644999,0.933128306874587,7.81418063343857,0.783044114269324,1.61450153866929,0.263910997387589,39.5340400993459,0.350295451169814,4.2114353256674,35.3226047736785,20.0445262190966,60.1927727669998,0.00672613407034691,53.8767123287671,"8y",30
2010,1.29016443210208,2.0860488753267,0.844004800344891,7.02408766851857,0.662489421111164,1.57306805546363,0.239723919481848,46.800372714048,0.316438647230836,3.88271748634265,42.9176552277053,15.5722845592954,62.9288198400561,0.00641536301413769,53,"8y",31
2011,1.42632598425121,2.21399441207597,0.835995266355379,7.01849790032976,0.703904844629451,1.61618498050413,0.241629717685011,43.4586766185496,0.318822421764059,3.8016206994176,39.657055919132,17.7362131946082,61.7553419526069,0.00666035662609498,52.7835616438356,"8y",32
2012,0.806334964076185,1.55714740911001,0.779774989883377,6.48582391349614,0.485583350342539,1.34643806523601,0.220544731564993,44.0093969232961,0.289246294004195,3.66646554914511,40.342931374151,8.23936430230854,52.7585522511739,0.00648423232486664,52,"8y",33
